name,address,lat,lng,type
Monir Drug House,Bangladesh,23.732842,90.415574,pharmacy
Bangladesh Diagnostic & Medical Centre,Bangladesh,23.732588,90.412971,blood_test
Medi Care Diagnostic & Consultations Centre,Bangladesh,23.732056,90.414255,blood_test
Modern Diagnostic Centre Ltd,Bangladesh,23.732482,90.415088,blood_test
Euro Asia Diagnostic & Medical Centre,Bangladesh,23.732304,90.415065,blood_test
Meem Medicine Corner,Bangladesh,23.731082,90.416319,pharmacy
Nova Pharma,Bangladesh,23.73069,90.41623,pharmacy
Haque Pharmacy,Bangladesh,23.730624,90.416316,pharmacy
Medicus Diagnostic & Medical Centre;Rahat Trade International,Bangladesh,23.734854,90.417143,blood_test
Asia Diagnostic & Medical Centre,Bangladesh,23.734759,90.417431,blood_test
Cash & Carry Pharma,Bangladesh,23.731517,90.420783,pharmacy
Ras Health Care,Bangladesh,23.731575,90.420738,hospital
Medical Facility,Bangladesh,25.620504,88.64485,pharmacy
Medical Facility,Bangladesh,25.62014,88.644952,pharmacy
Medical Facility,Bangladesh,25.619498,88.645836,hospital
Zia Heart Foundation Hospital & Recharch Institute,Bangladesh,25.619752,88.646252,hospital
Health Care Pvt. Hospital,Bangladesh,25.618607,88.648302,hospital
Islami Bank Community Hospital,Bangladesh,25.617239,88.649,hospital
Medical Facility,Bangladesh,25.615956,88.650987,pharmacy
Physiotherapy,Bangladesh,23.731628,90.420666,hospital
Horihorpur Community Clinic,Bangladesh,25.581809,88.641461,hospital
Medical Facility,Bangladesh,24.848511,89.37174,pharmacy
Medical Facility,Bangladesh,24.852489,89.372868,pharmacy
Medical Facility,Bangladesh,23.771089,90.363826,pharmacy
Medical Facility,Bangladesh,23.771225,90.363763,pharmacy
Medical Facility,Bangladesh,23.771798,90.363312,pharmacy
Medical Facility,Bangladesh,23.884703,90.261592,pharmacy
Tarafdar Pharmacy,Bangladesh,22.667618,89.789698,pharmacy
Keya medical hall,Bangladesh,22.667815,89.789526,pharmacy
Bokkhabadhi Hospital,Bangladesh,22.667691,89.789183,hospital
Medimax diagnostic and consultation center,Bangladesh,22.666195,89.790921,blood_test
"Upazila Sastho Complex, Bagerhat",Bangladesh,22.666185,89.791518,hospital
"Poli Clinic, Bagerhat",Bangladesh,22.665858,89.791582,hospital
"Maxi Clinic, Bagerhat",Bangladesh,22.666777,89.790935,hospital
"Syria Memorial Ma o Sisu General Hospital, Bagerhat",Bangladesh,22.664344,89.788544,hospital
"Ramakrishna Mission Medical Center, Bagerhat",Bangladesh,22.664421,89.786346,hospital
"Sirajul Islam Memorial Clinic, Bagerhat",Bangladesh,22.661164,89.791076,hospital
City Lab diagnostic and specialized consultation center,Bangladesh,22.660698,89.794907,blood_test
"Sobhan pharmacy, Bagerhat sadar",Bangladesh,22.658393,89.795935,pharmacy
"Jaman medicine, Bagerhat",Bangladesh,22.65826,89.796031,pharmacy
বাগেরহাট ডেন্টাল এক্রিলেন্স,Bangladesh,22.657903,89.795676,pharmacy
Salma Medical hall,Bangladesh,22.345129,89.290608,pharmacy
Sundarban Nursing Home,Bangladesh,22.344556,89.28996,hospital
Rahman pharmacy,Bangladesh,22.348517,89.288836,pharmacy
Kumkum pharmacy,Bangladesh,22.348909,89.288523,pharmacy
Marup Medical shop,Bangladesh,22.344062,89.102217,pharmacy
Shiuib medical shop,Bangladesh,22.344403,89.10432,pharmacy
Tamim medical shop,Bangladesh,22.344327,89.104275,pharmacy
Modan Clinic,Bangladesh,22.343988,89.10025,hospital
ইসলামিয়া ডায়াগনস্টিক সেন্টার,Bangladesh,22.657307,89.795526,pharmacy
"Ma O Sisu Medical Corner, Bagerhat.",Bangladesh,22.657879,89.79207,pharmacy
"Multi Clinic, Bagerhat",Bangladesh,22.653202,89.793614,hospital
Medical Facility,Bangladesh,22.656156,89.779095,hospital
"Bagerhat Eye Hospital, Bagerhat",Bangladesh,22.655558,89.777509,hospital
Swastha Kendral,Bangladesh,22.646694,89.780201,hospital
Medical Facility,Bangladesh,22.684712,89.766691,hospital
Medical Facility,Bangladesh,22.686761,89.753473,hospital
Community Clinic,Bangladesh,22.698571,89.762428,hospital
Medical Facility,Bangladesh,22.667933,89.817319,hospital
"Galina Farmaci, Kachua.",Bangladesh,22.650323,89.880632,pharmacy
Medical Facility,Bangladesh,22.646301,89.865344,hospital
"Upazila Sastho Complex, Kachua.",Bangladesh,22.654614,89.889651,hospital
Medical Facility,Bangladesh,22.636613,89.907076,hospital
Taj Diagonetic Center,Bangladesh,22.730209,89.063124,hospital
Akib Medicine House,Bangladesh,22.730091,89.063199,pharmacy
Rubel Medinine Shop,Bangladesh,22.729975,89.063251,pharmacy
Khairun Medical Hall,Bangladesh,22.726412,89.065368,pharmacy
Sangana Nursing home and Clinic,Bangladesh,22.726226,89.065354,hospital
Al Noor Hospital,Bangladesh,22.723293,89.067265,hospital
Fahim Diagonestic Center,Bangladesh,22.722488,89.067733,hospital
Sundarban Clinic,Bangladesh,22.721847,89.068239,hospital
Crital Diagonestic Center,Bangladesh,22.721575,89.068447,hospital
Al Ameen medical Hall,Bangladesh,22.721799,89.068993,pharmacy
Satkhira hearing care centre,Bangladesh,22.721819,89.069087,pharmacy
Husnara pharmacy,Bangladesh,22.721871,89.068887,pharmacy
Satkhira diagonstic complex,Bangladesh,22.721999,89.067917,hospital
Care Digonosis Center and Clinic,Bangladesh,22.720467,89.068784,hospital
Sangram Hospital,Bangladesh,22.719919,89.069238,hospital
Medical Facility,Bangladesh,22.719489,89.06952,hospital
Nirmoy Clinic,Bangladesh,22.719306,89.069521,hospital
Al-Aksha Hospital,Bangladesh,22.71771,89.070293,hospital
Prince Pharma,Bangladesh,22.717672,89.07032,pharmacy
Nahar Medical Hall,Bangladesh,22.716085,89.071179,pharmacy
Satkhira Pharmecy,Bangladesh,22.711726,89.070705,pharmacy
Popular Pharmacy,Bangladesh,22.711659,89.070652,pharmacy
Belal Pharmacy,Bangladesh,22.711774,89.070728,pharmacy
Tufan Dental Clinic,Bangladesh,22.711294,89.070738,hospital
Tisha Pharmacy,Bangladesh,22.707618,89.069402,pharmacy
Assasuni Pharmacy,Bangladesh,22.547915,89.176377,pharmacy
Mutashim Medical Shop,Bangladesh,22.547418,89.174993,pharmacy
Noor Medical Shop,Bangladesh,22.546606,89.17481,pharmacy
Unnayon Clinic,Bangladesh,22.545257,89.174588,hospital
Life care Digital Lab & Hospital,Bangladesh,22.44851,89.037898,hospital
Jhorna Clinic,Bangladesh,22.4526,89.035359,hospital
Rahul Sefa Clinic,Bangladesh,22.453045,89.035328,hospital
Rahman Medical Shop,Bangladesh,22.454377,89.034028,pharmacy
Rejeya Medical Shop,Bangladesh,22.462616,89.024406,pharmacy
Koloroa Doctors Chembar,Bangladesh,22.861003,89.036148,pharmacy
Rabiya Pharmacy,Bangladesh,22.860899,89.03657,pharmacy
Star Pathology,Bangladesh,22.860773,89.037068,hospital
Nurul Medical Hall,Bangladesh,22.860704,89.037014,hospital
Shurokha Diagnostic,Bangladesh,22.860696,89.037283,pharmacy
Kashem Pharmacy,Bangladesh,22.860488,89.037723,pharmacy
Munna Diagnostic,Bangladesh,22.860492,89.037912,blood_test
Mitali Diagnostic,Bangladesh,22.86029,89.038297,pharmacy
Hakim Center,Bangladesh,22.860242,89.038721,hospital
Nihima Homio,Bangladesh,22.86011,89.039081,pharmacy
Holi Homiyo,Bangladesh,22.859993,89.03914,pharmacy
Ideal Pharmacy,Bangladesh,22.859816,89.040261,pharmacy
Rido Dental Clinic,Bangladesh,22.859274,89.040552,hospital
Rido Shastho Kendro,Bangladesh,22.859285,89.040644,hospital
Sheba Homio Hall,Bangladesh,22.859893,89.041328,pharmacy
Babul Medical hall,Bangladesh,22.859802,89.042215,pharmacy
Sunlight Pharmacy,Bangladesh,22.859687,89.042318,pharmacy
Billal Pharmacy,Bangladesh,22.859311,89.042397,pharmacy
Akkas Pharmacy,Bangladesh,22.859011,89.042626,pharmacy
Shimul Pharmacy,Bangladesh,22.859005,89.04271,pharmacy
Monira Dental Care,Bangladesh,22.858002,89.04132,hospital
Asem Pharmacy,Bangladesh,22.857707,89.041977,pharmacy
Aziz Homio Pharmacy,Bangladesh,22.85641,89.042448,pharmacy
Green Homio Hall,Bangladesh,22.861551,89.040748,hospital
Foisal Homio Hall,Bangladesh,22.864341,89.040419,pharmacy
Shanti Medical Shop,Bangladesh,22.748103,89.256338,pharmacy
Shak Homio Hall,Bangladesh,22.748408,89.256235,pharmacy
Homio Hall,Bangladesh,22.748515,89.256235,pharmacy
Apan Pharmacy,Bangladesh,22.748972,89.256906,pharmacy
Deya Pharmacy,Bangladesh,22.748997,89.256295,hospital
Tithi Pharmacy,Bangladesh,22.749006,89.256219,hospital
Matri Saya Medical Shop,Bangladesh,22.749979,89.256302,pharmacy
Das Medical Hall,Bangladesh,22.750514,89.25638,pharmacy
Jahin Pharmacy,Bangladesh,22.750829,89.256589,pharmacy
Shakin Pharmacy,Bangladesh,22.750767,89.256667,pharmacy
Rahman Homio Hall,Bangladesh,22.751113,89.256736,pharmacy
Fahar Dental Care,Bangladesh,22.750529,89.258815,pharmacy
Life Care Clinic,Bangladesh,22.750384,89.259123,hospital
Jhohora Dedicine,Bangladesh,22.750315,89.259356,hospital
Promila Pharmacy,Bangladesh,22.750309,89.259416,pharmacy
Nowsad Pharmacy,Bangladesh,22.750283,89.2595,pharmacy
Saba Drug House,Bangladesh,22.750263,89.259591,pharmacy
Nabila Pharmacy,Bangladesh,22.750291,89.259682,hospital
Protaha Pharmacy,Bangladesh,22.750197,89.259956,pharmacy
Vorot Pharmacy,Bangladesh,22.974026,89.475084,pharmacy
Sonali Clinic,Bangladesh,22.739479,89.513766,hospital
Rafsan mecidine corner,Bangladesh,22.737494,89.514816,pharmacy
Sana Medical hall,Bangladesh,22.599167,89.518465,pharmacy
Afsana Medical hall,Bangladesh,22.599201,89.518484,pharmacy
Joy Medical hall,Bangladesh,22.599239,89.518509,pharmacy
Chalna digital Diagnostic Centre,Bangladesh,22.599332,89.518579,blood_test
Quick Care Clinic Diagnostic Centre,Bangladesh,22.601883,89.519339,blood_test
Goldar pharmacy,Bangladesh,22.601786,89.519373,pharmacy
Rasel Clinic,Bangladesh,22.591702,89.315907,hospital
Nurjahan memorial clinic and Diagnostic Centre,Bangladesh,22.592518,89.316566,blood_test
Upazila health complex Paikgacha,Bangladesh,22.594345,89.318243,hospital
Mayesha pharmacy,Bangladesh,22.593843,89.318804,pharmacy
Sarmin pharmacy,Bangladesh,22.593858,89.318957,pharmacy
Arobi Pharmacy,Bangladesh,23.280446,88.950074,pharmacy
Nurjahan Drug House,Bangladesh,23.280454,88.950708,pharmacy
Rokeya Pharmacy,Bangladesh,23.28057,88.951292,pharmacy
Jarkin Pharmacy,Bangladesh,23.258488,88.925928,pharmacy
Ma Medical,Bangladesh,23.258383,88.926034,pharmacy
Khalekq Pharmacy,Bangladesh,23.258597,88.926236,pharmacy
Rajib Pharmacy,Bangladesh,23.253481,88.931232,pharmacy
Ramkrishnapur Community Clinic,Bangladesh,23.25668,88.925327,hospital
Azid pharmacy,Bangladesh,23.708473,90.4164,pharmacy
Tinku's Drag Store,Bangladesh,23.708547,90.415419,pharmacy
Govt. Shahid Suhrawardy College Pharmacy,Bangladesh,23.708932,90.416467,pharmacy
"A,Ali Pharmacy",Bangladesh,23.708502,90.416213,pharmacy
Imon pharmacy,Bangladesh,23.710333,90.411923,pharmacy
Jakir pharmacy,Bangladesh,23.71208,90.411722,pharmacy
Joya Telecom Pharmacy,Bangladesh,23.70986,90.412529,pharmacy
Medical Facility,Bangladesh,23.803766,90.377561,pharmacy
Medical Facility,Bangladesh,23.805659,90.377183,pharmacy
Al Amin Pharmacy,Bangladesh,23.808789,90.378846,pharmacy
Maa Pharmacy,Bangladesh,23.808502,90.378885,pharmacy
Prime Pharma,Bangladesh,23.808217,90.378655,pharmacy
Shekh Pharamcy,Bangladesh,23.807832,90.378308,pharmacy
Niramoy Pharamcy,Bangladesh,23.807692,90.378356,pharmacy
MN Medicine,Bangladesh,23.807651,90.378355,pharmacy
Shekh Parmacy 2,Bangladesh,23.807535,90.378257,pharmacy
Janani Medical Hall,Bangladesh,23.807409,90.378174,pharmacy
Maa Medicine Center,Bangladesh,23.807324,90.377945,pharmacy
Niramoy Pharamcy,Bangladesh,23.806888,90.377946,pharmacy
Khan Pharamcy,Bangladesh,23.806751,90.377862,pharmacy
Shapla Clinic and Diagnostic Centre,Bangladesh,22.312375,89.848221,blood_test
Monoara Diagnostic Centre,Bangladesh,22.313136,89.849322,pharmacy
Jahanara Diagnostic Centre,Bangladesh,22.313127,89.849175,pharmacy
Ma O Shichu Shabe Kendra and Diagnostic Centre,Bangladesh,22.313464,89.848702,blood_test
Modina Diagnostic and Consultation Centre,Bangladesh,22.313334,89.850887,blood_test
New Sundarban Clinic,Bangladesh,22.314065,89.853729,hospital
Dhansagor Community Clinic,Bangladesh,22.369853,89.823537,hospital
Razapur Community Clinic,Bangladesh,22.336978,89.777733,hospital
Enatia Community Clinic,Bangladesh,22.382739,89.790061,hospital
Takbir Drug House,Bangladesh,22.737039,89.062505,pharmacy
Sumaiya Pharmacy,Bangladesh,22.736522,89.062486,pharmacy
S R pharmacy,Bangladesh,22.727153,89.067348,pharmacy
Madina pharmacy,Bangladesh,22.722219,89.070248,pharmacy
Anwar Memorial Clinic,Bangladesh,22.722348,89.070327,hospital
Nahar Diagnostic Centre,Bangladesh,22.722868,89.070311,blood_test
Satkhira Health care,Bangladesh,22.722555,89.070365,hospital
Satkhira Surgical Clinic,Bangladesh,22.722322,89.070595,hospital
Fako surgery,Bangladesh,22.722373,89.070702,pharmacy
Mother Teresa Diagnostic Centre,Bangladesh,22.722328,89.070736,blood_test
Satkhira Clinic and Diagnostic Centre,Bangladesh,22.7224,89.070955,blood_test
EMA Physiotherapy Centre,Bangladesh,22.722497,89.070843,pharmacy
Bajerdanga Community Clinic,Bangladesh,22.983206,89.456638,hospital
Rupsha Ferighat Community Clinic,Bangladesh,22.803536,89.585406,hospital
Fatima hospital and Diagnostic Center,Bangladesh,22.810657,89.561958,blood_test
Fatima Diagonestic Center,Bangladesh,22.814264,89.555289,hospital
Shikdar Dental Home,Bangladesh,22.812019,89.556634,hospital
Shahjahan Pharma,Bangladesh,22.81245,89.55701,pharmacy
Rayan Clinic and Diagonestic Center,Bangladesh,22.812323,89.556962,hospital
Sumon Medical Hall,Bangladesh,22.812292,89.556933,pharmacy
Khulna Homiopatic Medical,Bangladesh,22.81224,89.556907,pharmacy
Kaji Pharmacy,Bangladesh,22.812388,89.557372,pharmacy
Shefa Pharmacy,Bangladesh,22.812507,89.557179,pharmacy
Shamim Homio Hall,Bangladesh,22.813136,89.557263,pharmacy
Niramoy Homio Hall,Bangladesh,22.813569,89.557189,pharmacy
Shapla Clinic,Bangladesh,22.814031,89.557152,hospital
S Habibur Chamber,Bangladesh,22.814091,89.55715,hospital
Nagar shastha bhobon,Bangladesh,22.816584,89.557459,hospital
Khulna health care hospital,Bangladesh,22.816029,89.543552,hospital
Bulu square Medical Shop,Bangladesh,22.827355,89.537194,pharmacy
Surjer hasi clinic,Bangladesh,22.796659,89.555021,hospital
"Shafiq Pharmacy, Fakirhat",Bangladesh,22.777748,89.701627,pharmacy
A to Z Medicine corner,Bangladesh,22.77793,89.701776,pharmacy
"Bhai Bhai Pharmacy, Fakirhat",Bangladesh,22.778151,89.701735,pharmacy
"M M Medical Hall, Fakirhat",Bangladesh,22.778368,89.701707,pharmacy
"Health cure hospital, fakirhat",Bangladesh,22.778348,89.701744,hospital
"Shikdar clinic,Fakirhat",Bangladesh,22.774919,89.710065,hospital
"Naim Medical Hall, Fakirhat",Bangladesh,22.775145,89.709828,hospital
"Kalpana Diagnostic center, Chitalmari",Bangladesh,22.795317,89.872571,blood_test
"Habib medical hall, chitalmari",Bangladesh,22.795448,89.872427,pharmacy
Sahad diagnostic and consultant center,Bangladesh,22.795416,89.872638,blood_test
Upazila Veterinary Hospital,Bangladesh,22.794817,89.873803,hospital
Shanti Sheba Sadan,Bangladesh,22.795555,89.87553,hospital
Janani Digital Diagnostic center,Bangladesh,22.795194,89.875828,blood_test
Medicare Clinic,Bangladesh,22.793025,89.875952,hospital
Chitalmari Bus stand pharmacy,Bangladesh,22.785414,89.878224,pharmacy
Ratul Digital Diagnostic center,Bangladesh,22.472391,89.617949,pharmacy
Safiqul Pharmacy,Bangladesh,22.472784,89.617927,pharmacy
Seba medical center pharmacy,Bangladesh,22.47279,89.61778,pharmacy
ST. Pauls Hospital,Bangladesh,22.467233,89.609692,hospital
Kohinur pharmacy,Bangladesh,22.55355,89.65305,pharmacy
Rampal Main Road Medical Shop,Bangladesh,22.554398,89.653057,pharmacy
"Upazila Health Complex, Rampal",Bangladesh,22.587958,89.649993,hospital
Allahr Daan Medical Hall,Bangladesh,22.588497,89.649195,pharmacy
Seba clinic and consultation center,Bangladesh,22.61046,89.645319,hospital
Sukpukuria Helth Center,Bangladesh,23.253611,88.94357,hospital
Samsunnahar pharmacy,Bangladesh,22.809914,89.411077,pharmacy
Sheikh pharmacy,Bangladesh,22.809982,89.411142,pharmacy
Borhan Pharmacy,Bangladesh,22.809884,89.411159,pharmacy
Fatema clinic and Diagnostic Centre,Bangladesh,22.810157,89.411555,blood_test
Dumuria Janata Hospital,Bangladesh,22.80752,89.418181,hospital
Kushum pharmacy,Bangladesh,22.807585,89.418115,pharmacy
Neuron pharmacy,Bangladesh,22.807607,89.418072,pharmacy
Community Clinic,Bangladesh,22.817374,89.421239,hospital
Daps Hospital,Bangladesh,22.802373,89.527331,hospital
Community Clinic,Bangladesh,22.76725,89.596311,hospital
Kabir Pharmacy,Bangladesh,23.260042,89.025261,pharmacy
Mandarbaia Community Clinic,Bangladesh,23.293965,88.954087,hospital
National Heart Foundation Research ন্যাশনাল হার্ট ফাউন্ডেশন হসপিটাল,Bangladesh,23.788795,90.353483,hospital
Star Medicine,Bangladesh,23.168013,89.209516,pharmacy
Prottasha Pharma,Bangladesh,23.168035,89.209478,pharmacy
Tuhin Pharmacy,Bangladesh,23.168051,89.209421,pharmacy
Modern Diagonestic Center,Bangladesh,23.168146,89.209176,hospital
Annesha Medico Center,Bangladesh,23.167913,89.209553,pharmacy
Life Care Hospital,Bangladesh,23.168223,89.209677,hospital
Allahar Dan Pharmacy,Bangladesh,23.168102,89.209652,pharmacy
Rehena Pharmacy,Bangladesh,23.168091,89.209657,hospital
M M Pharmacy,Bangladesh,23.168072,89.209659,pharmacy
Medicine Ghor,Bangladesh,23.168007,89.209726,pharmacy
Barsha Pharmacy,Bangladesh,23.168014,89.209755,pharmacy
Daratana Hospital,Bangladesh,23.167477,89.209684,hospital
Prime Hospital,Bangladesh,23.167555,89.209707,hospital
Green Hert Diagonestic and Consaltant,Bangladesh,23.167724,89.209759,hospital
Jaman Medico,Bangladesh,23.167782,89.209775,pharmacy
Kornio Medicine,Bangladesh,23.167813,89.209784,pharmacy
Swawkot Owsadhaloi,Bangladesh,23.167854,89.209807,pharmacy
Jashore Medical Hall,Bangladesh,23.167894,89.209835,pharmacy
Ma Pharmacy,Bangladesh,23.167936,89.209869,pharmacy
Femous Dental,Bangladesh,23.167973,89.209907,pharmacy
Madina Pharmacy,Bangladesh,23.167995,89.209943,pharmacy
Sunrise Diagonestic Center,Bangladesh,23.168019,89.210037,hospital
Ibncine Pharamcy,Bangladesh,23.168063,89.210098,pharmacy
Prince Hospital,Bangladesh,23.5299,89.171635,hospital
Hasan Pharmacy,Bangladesh,23.530064,89.171661,pharmacy
Alam Pharmacy,Bangladesh,23.530015,89.171633,pharmacy
Siddique Pharmacy,Bangladesh,23.530421,89.171813,hospital
Bishash Medical Hall,Bangladesh,23.171706,89.192445,pharmacy
Sheba Medical,Bangladesh,23.171909,89.192422,pharmacy
Katgora Pharmacy,Bangladesh,23.164323,89.193758,pharmacy
Asif Pharmacy,Bangladesh,23.164419,89.193923,pharmacy
Niyaj Medicine Corner- 1,Bangladesh,23.745468,90.364632,pharmacy
Niramoy Medical Hall,Bangladesh,23.744816,90.365506,pharmacy
Oboshorprapto Govt. Employees Hospital,Bangladesh,23.741566,90.373362,hospital
Mojumdar Pharmacy,Bangladesh,23.744923,90.364354,pharmacy
Usha Pharmacy,Bangladesh,23.744789,90.365183,pharmacy
Khadija Clinic,Bangladesh,23.04085,89.63079,hospital
Ahona Pharmacy,Bangladesh,23.744111,90.366192,pharmacy
Manikgong Pharmacy,Bangladesh,23.743452,90.366778,pharmacy
Sumon Pharmacy,Bangladesh,23.041236,89.631858,pharmacy
Asma Pharmacy,Bangladesh,23.04049,89.635708,pharmacy
Alam Pharmacy,Bangladesh,23.903785,89.11947,pharmacy
Medical Facility,Bangladesh,23.904158,89.119407,pharmacy
Life OK Drug House,Bangladesh,23.904279,89.119467,pharmacy
New Appollo Diagonestic Center,Bangladesh,23.904607,89.119631,hospital
Kalia Surgical Clinic,Bangladesh,23.040772,89.633825,hospital
Lasmia Pharmacy,Bangladesh,23.041208,89.632865,pharmacy
Muktijoddha Omor Faruk Clinic,Bangladesh,23.041182,89.632659,hospital
Medical Facility,Bangladesh,23.038115,89.632667,pharmacy
Homeopathy pharmacy,Bangladesh,23.037982,89.632705,pharmacy
Purapara Pharmacy,Bangladesh,23.281377,88.951476,pharmacy
Purapara Drug House,Bangladesh,23.280544,88.950774,pharmacy
Pharmacy,Bangladesh,23.280562,88.950019,hospital
Pharmacy,Bangladesh,23.280528,88.949866,hospital
Pharmacy,Bangladesh,23.280891,88.949903,hospital
Pharmacy,Bangladesh,23.279824,88.949507,hospital
Pharmacy,Bangladesh,23.27926,88.949011,hospital
Nova Medical and Diagonestic Center,Bangladesh,23.486024,89.421754,hospital
Shondhani Diagonestic Center,Bangladesh,23.486006,89.42207,pharmacy
Asia Pharmacy,Bangladesh,23.485975,89.422211,pharmacy
Magura Medicine,Bangladesh,23.485996,89.422312,pharmacy
Ashik Medical,Bangladesh,23.486016,89.422421,pharmacy
Alif Medical,Bangladesh,23.486034,89.422644,pharmacy
Vital Medical Hall,Bangladesh,23.486015,89.422814,pharmacy
Aroggo Clinic,Bangladesh,23.486021,89.422927,hospital
Altra Lab Medical Services,Bangladesh,23.486031,89.423157,hospital
Nazia Pharmacy,Bangladesh,23.485955,89.421757,pharmacy
Confort Medical Center,Bangladesh,23.485954,89.421623,hospital
Shopna Diagonestic Center,Bangladesh,23.485944,89.421575,hospital
Magura Pharmacy,Bangladesh,23.485948,89.421493,pharmacy
Magura Pathology Center,Bangladesh,23.485946,89.421404,hospital
Green View Diagonestic Center,Bangladesh,23.485916,89.421042,hospital
Bushra Medical Hall,Bangladesh,23.325297,89.31679,pharmacy
Bishash Medical Hall,Bangladesh,23.325975,89.317441,hospital
Khajura High School,Bangladesh,23.277725,89.250791,hospital
Khajura Govt Primary School,Bangladesh,23.276774,89.250305,hospital
Kuladia Govt Primary School,Bangladesh,23.264287,89.239141,hospital
Jinia Pharmacy,Bangladesh,23.100307,89.098994,pharmacy
Salam Pharmacy,Bangladesh,23.100377,89.099086,pharmacy
Aesha Memorial Hospital,Bangladesh,23.100545,89.099483,hospital
Asad Pharmacy,Bangladesh,23.100636,89.099401,pharmacy
M K Pharmacy,Bangladesh,23.10119,89.100376,pharmacy
Sudip Paharmacy,Bangladesh,23.101192,89.100338,pharmacy
Modern Medical,Bangladesh,23.101369,89.100613,pharmacy
Modern Medical,Bangladesh,23.000966,89.820688,hospital
Eva Medical,Bangladesh,23.001037,89.820735,pharmacy
Drugs House,Bangladesh,23.001365,89.821361,pharmacy
Islami Bank Hospital,Bangladesh,24.371632,88.582956,hospital
Mukti Clinic,Bangladesh,24.371591,88.583093,hospital
Micropath Zone,Bangladesh,24.371568,88.583164,hospital
Janosheba Pharmacy,Bangladesh,24.371539,88.583273,pharmacy
Rajshahi Pharmacy,Bangladesh,24.371522,88.583342,pharmacy
Jahangir Pharmacy,Bangladesh,24.371527,88.583365,pharmacy
Sakib Pharmacy,Bangladesh,24.371499,88.583385,pharmacy
Medicson Diagonestic Center,Bangladesh,24.371476,88.58346,hospital
Green Diagonestic Center,Bangladesh,24.371302,88.583545,hospital
Owshod Bhandar,Bangladesh,24.371319,88.583517,pharmacy
Sorbokhon Owshadhaloi,Bangladesh,24.371333,88.583472,pharmacy
Aroggo Niketon,Bangladesh,24.371346,88.583441,pharmacy
Alif Pharmacy,Bangladesh,24.371358,88.583388,pharmacy
Kansat Pharmacy,Bangladesh,24.371369,88.583354,hospital
The Pharma,Bangladesh,24.371397,88.583725,pharmacy
Maharajpur Pharmacy,Bangladesh,24.371386,88.583762,pharmacy
Palash Pharmacy,Bangladesh,24.371379,88.583792,pharmacy
Haque Medico,Bangladesh,24.371368,88.583826,pharmacy
Owshi Pharmacy,Bangladesh,24.371352,88.583889,pharmacy
Tropical Clinic,Bangladesh,24.371297,88.583564,hospital
Mukti Clinic,Bangladesh,24.371297,88.583588,hospital
Al Noor Pharmacy,Bangladesh,24.371295,88.583603,hospital
Taherpur Pharmacy,Bangladesh,24.371287,88.583613,hospital
Shapla Diagonestic Center,Bangladesh,24.372234,88.582607,hospital
Tanor Pharmacy,Bangladesh,24.37239,88.582691,pharmacy
Oxford Dental,Bangladesh,24.372419,88.58271,pharmacy
Lifeline Diagonestic Center,Bangladesh,24.372608,88.582797,hospital
City Diagonestic Center,Bangladesh,24.372696,88.582851,hospital
Rafi pharmacy,Bangladesh,24.372753,88.582884,pharmacy
Rafi Hospital,Bangladesh,24.372831,88.582931,hospital
SPRC Center,Bangladesh,24.372837,88.583189,hospital
Bengle City Scan,Bangladesh,24.372803,88.583166,hospital
Bismillah Pharmacy,Bangladesh,24.372765,88.583144,pharmacy
Kazi Pharmacy,Bangladesh,24.372744,88.583124,pharmacy
Joti Pharmacy,Bangladesh,24.372671,88.583094,pharmacy
Khan Medicine,Bangladesh,24.372648,88.583082,pharmacy
Rajshahi Diagonestic Center,Bangladesh,24.372402,88.582973,hospital
Drug House,Bangladesh,24.37233,88.582918,pharmacy
Boikali Medical Center,Bangladesh,24.37222,88.582856,hospital
Kamla Pharmacy,Bangladesh,24.371754,88.58226,pharmacy
Aiyon Pharmacy,Bangladesh,24.371784,88.582196,pharmacy
Rahman Pharmacy,Bangladesh,24.371805,88.582125,pharmacy
Moon Diagonestics,Bangladesh,24.371903,88.582143,hospital
Human Care,Bangladesh,24.371912,88.582079,hospital
The Pathology,Bangladesh,24.37186,88.581865,hospital
Dina Dent 2,Bangladesh,24.371898,88.581731,hospital
Rajib Pharmacy,Bangladesh,24.371917,88.581693,pharmacy
CDM Hospital,Bangladesh,24.371968,88.581824,hospital
CDM Dental,Bangladesh,24.371979,88.581787,hospital
Popular Diagonestics,Bangladesh,24.372044,88.581574,hospital
Rajshahi Diagonestics,Bangladesh,24.371908,88.581528,hospital
Prime Diagonestics,Bangladesh,24.372055,88.580955,hospital
One Lab Diagonestics,Bangladesh,24.372139,88.580828,hospital
Dental Pharmacy,Bangladesh,24.372251,88.580783,pharmacy
Laz Pharma,Bangladesh,24.372269,88.580729,pharmacy
Jamuna Clinic,Bangladesh,24.372315,88.58062,hospital
Shovon Drugs,Bangladesh,24.372176,88.580725,pharmacy
Mimi Pharmacy,Bangladesh,24.372202,88.58066,pharmacy
Al Barak Diagonestics,Bangladesh,24.372228,88.580564,hospital
Holy Crecent Diagonetics,Bangladesh,24.372256,88.580499,hospital
Fahim Pharmacy,Bangladesh,24.372273,88.580455,pharmacy
Medinova Diagonetics Center,Bangladesh,24.372306,88.580361,hospital
Square Hospital,Bangladesh,24.372341,88.5805,hospital
Graduate Hospital,Bangladesh,24.372361,88.580367,hospital
North Bengal Hospital,Bangladesh,24.372318,88.580252,hospital
